path	bytes	lines	sha256	upstream_v6.18
drivers/misc/mediatek-consys/plat/wmt_plat_alps.c	27717	988	ec0874917d2dfae1764164383ea98a85c778278836ac6a8d582c2bfa0a1214c3	absent
drivers/misc/mediatek-consys/wifi/Makefile	76	2	69953a3d203bd5c81c93e3ea8125edbaea8d0ffa4eb22f28ffaf6b7c116f860e	absent
drivers/misc/mediatek-consys/wifi/consys_wifi_load.c	26197	969	623f185b5b285f835fe4bf24f3d77796c0667b9ce92baa936fb4dd1831e6063a	absent
drivers/misc/mediatek-consys/wifi/mt6582/Makefile	3640	137	885d3b6e005f69b1dc5fa3258706b05942d76b866b74417226daf2ff099ccb88	absent
drivers/misc/mediatek-consys/wifi/mt6582/common/dump.c	23783	553	aff18e16cc28460235561729cea06bed40ed29fe8a7bee03b0056eedd80308f6	absent
drivers/misc/mediatek-consys/wifi/mt6582/common/wlan_bow.c	133764	3912	68f6b57437f3f8bc9bc050a943984acccc38ec089fc60c363e0585a188354f24	absent
drivers/misc/mediatek-consys/wifi/mt6582/common/wlan_lib.c	203983	6070	1ba9045ad86c452a27cabbfb4e3f1652f54bd946fe5245fbf31fe63a9717b3f1	absent
drivers/misc/mediatek-consys/wifi/mt6582/common/wlan_oid.c	388494	11332	3abdd8b0df4cb407699ded4ac9a5025306c914246103f562ee0a55feb5cfb625	absent
drivers/misc/mediatek-consys/wifi/mt6582/common/wlan_p2p.c	62655	1879	9ee81728e826cc0eb823b778c3bda75c47a500ef1d477c47756279497fa151b7	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/CFG_Wifi_File.h	9866	265	127788998d5fac32390cf51be24a7160496ea8453dfffd5d44f9df2fee7b048e	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/config.h	58777	1573	bf47b86da5ca68b8773923f4cb962d5d99a03fccc243f94dbb6d638cbd4920ba	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/link.h	13869	428	6cba8e99181ca8f58ff1232164902588581f84322ca6278c367a10fc19751c8b	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mach/mt_gpt.h	0	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/aa_fsm.h	8227	265	b82f93d5510e36c8da2832153161bd7aa3e5d32b2b366edbf85488825e6213ff	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/ais_fsm.h	23107	787	70c4b24d9d2a68b36697bbc9cdc01d8f2e30f8ecc496250ddee0e2fed957c843	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/assoc.h	5055	161	8d1373a4c80220f957fd8738980061b21fb3c23e332bd2f22d1500c51e32b2f0	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/auth.h	5626	189	5f631595679aaa79625e2a0da6f42f74498c7aea89b70d3072c2342504d60180	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/bow_fsm.h	6904	204	87014697df19b5d298230d113b98154f013eece0d9eb1acef58f85b7e9efcf59	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/bss.h	11033	367	f6209f9bf98236c7ef647776916d3873ad3b6847806a59c43d144a235d9b86c3	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/cnm.h	10135	337	f75326e2c495aa16f326944f0d23872648be531b650bd75c1a2c3cb0403b3928	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/cnm_mem.h	43891	1179	d1e631dd969d6c06dffe76c65c73feb78e9108d1cb6ed74e82dfbf6740175699	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/cnm_scan.h	6126	220	f95a5522960e91014953a118550b8b2a9f99900f7ca435669b4c553391af13e4	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/cnm_timer.h	9721	288	e092111992fcdfb29bb0c28ee162f71de0dcbd43e59fa71349dc1b023b1f0895	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/hem_mbox.h	17144	485	6876fa5be0ef9b653ab4fe9a2fdabe457767705347770a764f9595c55910f909	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/hs20.h	6390	229	a48077dd15fdf479982886b7e67277d8fb25d4d5e67cbfab5b383963bdc289c0	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/mib.h	6957	171	15b0ef6a5c1a3a71e8ba3e4bb577ad6320f6c035b44f98b7c93b4e6ed43f59f7	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_assoc.h	2812	78	1fad7795761decd88320c52d417f446011ded09ae22bc48a7d8c289fe1bfef28	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_bss.h	2749	79	b725a635c7f5fd032400719dc31cd4695f33e823ec2dc3f7e65138359c2ee2d6	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_fsm.h	86738	2801	7c9d1477b3c96bc1ce47417d96160fa49d1748fd2960330e519072889c73be69	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_func.h	7305	367	6534c509ed7d371e62b7ac1082cd2d3732c3d74df629b1d8572ad31dfb67068f	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_ie.h	6701	246	4277c4736bf98de6b9634c2f9caa43844f86f039d863fc3b13151230184da387	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_rlm.h	3495	123	671e7fba16e132117d84cdd58b52d7f7d4ddb40884c5da7337954e4d29aac2a1	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_rlm_obss.h	3273	107	0a38b0367e1ab015882c639deaa00fb3fae3ce3d2e2d6f6b4d8ea336bd3e6966	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_scan.h	3849	141	f64b6788785f314c4c63479a474366aec3cc7b0c9b6ca223df42f19becf45162	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/p2p_state.h	2379	103	de1f18f3d42e5b3f54ea2dbee16f75191a09a916fb32402211564e1bab4b389e	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/privacy.h	9244	302	e3b2de5fd64a69054a13e02fc07769bedd853c5a74fa599914c6122966c15d84	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/rate.h	4203	125	455f183161ba4e4a4890f7590b8a20949a5a1b1353e2941a6e91e3fe2c01910d	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/rlm.h	13655	478	97e5b337dcfbe0ff73636f80414edf6958381c537036cc3d53bfc9bc59ecf1ef	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/rlm_domain.h	16728	372	94f6dd36242c175828d002b086e5f0aa2e67dfcd292d23acf48e0563f10a4e31	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/rlm_obss.h	5931	178	fc7428cc2f467cd1708da94d68bbcb8778263935ed7dcbd586af5b926a566b74	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/rlm_protection.h	4598	140	9dddb0a5f3653da5dad3abafb94e2b2d8e54e616e9b4a05c3e5759befd222b71	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/roaming_fsm.h	6674	226	d215eb5019b873c870a693f4fa5034dc566912054515db80ac095dd23017db97	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/rsn.h	11626	400	7d8b4606a3cda3dd340c606c021b43f80d61633e9a0e0abaced3c75673ec082c	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/scan.h	29095	887	8bce02c22b6100bc465ef2feac82b7f9afb0d5f6dcf783559e9b80e4f19c80b4	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/sec_fsm.h	9620	298	caa67757a5db5d3b72d5998ed9007133d3d342d3fb0fe41f16ec955a9f087e55	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/swcr.h	6072	194	50ed0d0dea5401792b9906eaab57b6bb3710608252d417ffb6bfbe7b395e7f35	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/wapi.h	4321	134	1347886abcf16175ba5ff91be2fc0d275b3734547d4042e881a695f03d531830	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/wlan_typedef.h	4099	104	69ebe43e1df0ee73609f886c2a6a4140dd9d1fa5d3d8c3ba783b178e3e241dad	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/mgmt/wnm.h	3941	114	52798de59619b0a22768fc13d9d56bbab98b7d5ba138545ea38c52b21b3f39cc	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/adapter.h	55007	1453	5cdc67740dc62cef03fd4fe5ba124d972ceee965a5f515d2b3758f67e5244747	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/bow.h	11649	337	2127c7dfa70efaeb9162fccb3dddbe77148a1516c3d9c984a369c5be67c73e58	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/cmd_buf.h	6223	190	80eb8979c1c8e19617bd3be65e9d3e01dfc7f369922dfe54da512d66cf87a6a2	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/hal.h	21718	627	6bb81208f8b3e70698feb6daf7314ad47a18ddac57d8db7b3ab08002906d062f	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/hif_rx.h	8678	241	fba0b8d38b6cd3cf00704b8f7e0f05b782c7fbd361439225e9d6ad729a6a4bfa	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/hif_tx.h	8898	239	08e238940bd01161a26aefc5dcff69fc3067c02e72277f7f6e86832a81c3b734	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/mac.h	107389	2319	28ef4cbdcc2ceb14a4a69e82ca3be68e14049abab1eff682e1e00771407ec7df	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/mtreg.h	9631	297	8f84ec76af02eb05b9503c325ec87a0a1f6dbdb50de87adaed79901c20c39d92	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/nic.h	21644	744	ae40fe7fe1b53fc337bdfaf879984d28caaf4749a05250c9ebeb2a51e92a9bc5	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/nic_rx.h	16900	544	610efc33f21b0970f2b85fa3a048bb8a98fc82e10ea8e29ff5512a0512970ca1	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/nic_tx.h	26565	708	d4f5a1db29bd7480d360608b0adcf6686423b40642819b04afd8cfcbe8a95dad	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/p2p.h	7150	209	90df678ab3f3e0234809063d348f683ee3a744dd3872ec81bc7ae7ab9432e3cb	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/p2p_cmd_buf.h	3721	107	6c8f0eb94cd528879aba87c938216283290f8ed07917dc4272ef0b887e5eff12	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/p2p_mac.h	10407	237	11f425c9c1b62c6831aa715a52d82ec58c18b362663df5fec9e693565cb23ce5	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/p2p_nic.h	2961	88	e18899dde44cd1d8d58cfceb5025844283440a2a0103943eff49616d8c9896c1	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/p2p_nic_cmd_event.h	3510	87	21643022a99c6b34bf862a770cb75a5752944f5fbfe081fc47be47337f286bf8	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/que_mgt.h	35117	1164	4a5a8148b3b27dae30e58d4b28504e24c82b93cf23eec184aa17818cd8bf4d4e	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic/wlan_def.h	41336	1030	9061a3068ad172349c8e5ffe34a1ef70dc3f33e9789e55238b74f03e047dde55	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic_cmd_event.h	70035	2029	49ad2b783e0eb8029c7409b78d5fcb2f7e8884280100b872338a90b5f5dc0645	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/nic_init_cmd_event.h	6758	194	9ef68d59914adff8104991f0faccbff94737e77cbe827532dc58199f8bfe28b5	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/os_debug.h	18773	564	1475875372c25135ed4918e2bfef5aa9f311e08254eca0302e699526d3a5658e	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/p2p_precomp.h	5848	239	f7767b858d1fa09d18330aa145ecc5a2002674e910ce5a6e79fcab6a2465a519	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/p2p_typedef.h	7962	292	8e6ec095827fe281b09694a6e98b93cec212aa19b73e0dc0f3efec533d1d2856	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/precomp.h	11392	395	e690f5aa1a486cf00265da98c09d970e783e23c31d14c19fa75918ba891975d7	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/pwr_mgt.h	6333	161	bb19ea7f697dd1f78bc3d0279569a5776bd972b52be6727a42591cd99c0d684b	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/queue.h	7517	214	9b55571274a41f62be5e05cd9d8dee4eeb62eccc06fa9863b555034bf01697eb	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/rftest.h	10390	331	1607f365a35040f5860431c75b11627b5d331f2199976a427037daa86c645a02	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/typedef.h	9422	253	1b1a01a156137ea8bd01b6b46bce2f3dbd9836a4efbddbd9852ae627f6d4cfed	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/wlan_bow.h	14785	561	22e5798ec308b84ee4997ecdff5ef3635b9c0637cc1c3757256bda8d1d6797dc	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/wlan_lib.h	37148	1123	1eadfd36fc805cacf10cb7209942250e3d01187c02b8e2f5938b22ba0a2c37b9	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/wlan_oid.h	66392	2154	5aaab21d69266932384793291b086059326f8ffe3b5a4da6ba946dcac57a1984	absent
drivers/misc/mediatek-consys/wifi/mt6582/include/wlan_p2p.h	12969	414	999ba7fdac0f7003a792bc6040a82133bbbaab13b052eaafa0bcadc975d8ad45	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/aaa_fsm.c	49334	1505	25e76159d045c92e1b248a6290ed9490cac13619f38b2d89cb7e54ca7bb1fde2	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/ais_fsm.c	179396	5381	d009559af32cfebbaefec70621faa3db0a7910d73dbdb3dd5ec26d76e86edb47	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/assoc.c	75563	2127	28842b2d90511f9630df01f057d56bc1fb28cfa179429d3c983374fa5c8192fd	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/auth.c	45937	1366	5ca285c0f61617e562f4001c57e4c7c17fbe1f22b4d221457c32ccfc13ad3319	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/bss.c	95793	2811	0a8dca0de1f8e56c493a30eb6d4259cfd2dade0b75d7859c792ab25b06b72057	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/cnm.c	24379	789	0c3fcc8a6f127c878d130c5eac8458665210f00b160ad5a319e810014496e3a9	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/cnm_mem.c	40533	1324	af647b2d637ea8e3473f3f046f121cba12a733af86f1a96402035de432300d70	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/cnm_timer.c	16819	545	e70667d0db915c76952c215148e25b45b8a0e5399e99dc7c990a934591e20be6	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/hem_mbox.c	28809	851	751d779bee69ce8f17d8fba964de6158c9793fda79f21d4466dff3051b27bdc2	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/hs20.c	18843	578	5bcd2550767c9213178d7ddc72bf041d83dd41a54929dd7678373e46e4f216fa	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/mib.c	4759	116	a8ea76e86694e4797eabca60bfe26a779339d7bede9afd8ebf69bac006de401b	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_assoc.c	4008	113	be0ca90695513b4677bf1735f4aaeb505dfaa832606484fb30cf1dd8f9c7514e	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_bss.c	2957	80	5bb60a705a0cdff6f16888c4d91d9d0c42d631c3e999372c9661322a286f3204	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_fsm.c	117328	3511	5f7a9958f4b8254b3961353a22f731170aa397c6ba3dd47e78d1c68d05be8923	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_func.c	137513	4002	c7701014a9898f3ab51060a30eb21281d16a034d29d094776aa6a95e635d4ef6	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_ie.c	18957	596	37efec24ed1700ed59a384f7ab0f979a2e046679a065bff41475994a89a94c4f	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_rlm.c	36401	1052	696ed0092d183fa5517a25c1355802894e38abb87e02d2e1b0a46e036f2989ff	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_rlm_obss.c	12248	388	8459ca7bc62e6c12a78c87c8e7e23da01e06d52613226221d3085bf09e41bcc5	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_scan.c	32848	853	8bfdbc10d5b7b7b773082b3be61574ed04bcdebb847f2ccaa9a26e278ef1e00b	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/p2p_state.c	18800	591	15d4874469b2feb1fbd4b1b672a59e887b882e00472200249ec7cf7b22537270	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/privacy.c	35461	1050	84ae4d49e113df7e574c53b5b6d7cdc384c269ff5f1029f773ae0794e004e50d	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/rate.c	18897	561	5c06864ed4bbc1c7db395c088196308b39dfe3d7d2c847c76d30ebc997ca3ff8	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/rlm.c	56829	1856	e9bf2e8b1064c37b18552c1103b7de57e75a9c9398bc5d582e0204138613a798	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/rlm_domain.c	28078	695	7a9dd0f119cb396154e25a5ec8d241dc7d6e6523281bc66ea12d8132a29b89a6	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/rlm_obss.c	16182	499	f075a67da0e9f7f8a961a83aec215ea1323984aee8894b43e952db64a4874477	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/rlm_protection.c	4241	122	313cade7352c11ca7401ad85f222aaf0e0ad405ea661dc4a7a9f38b43dd0a087	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/roaming_fsm.c	19675	616	002af1d2029469f021c0655f091ed06eee0a92304b3fed8089c62907596d71f2	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/rsn.c	94653	2707	b4ff9cfe9e79f91d2409ca9517cd8c6285f9ee9f6e71c27839192f9934f0d62f	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/saa_fsm.c	67555	2083	36e58df2df1aaae9079f5afbaa67443fe2b2f4cb127b113dea338b600e555b59	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/scan.c	115927	3298	73653f5bb2ae4dee76a0c50afc9a2d6035adc5688e0a7c36fb5576acce98fc0a	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/scan_fsm.c	35065	1123	848bbb9c24b10f9bfdff06cec0d8c4a6905d0ce3aedd05f9efcebbaad29184e2	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/sec_fsm.c	37022	1269	4383d761eac6cb1052ca1ab8b7c488ac34aebde7d6d95af506df6762460f834a	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/swcr.c	46149	1278	cfca0a309aa577bc5b71e37ff4c859ffc1784155c6b8fdabd3b0d609f86771a4	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/wapi.c	19380	536	05eb7c20f98ba605cc4ca268ee93630ac17876f8c987e173f9fe7d3a3c5a6dba	absent
drivers/misc/mediatek-consys/wifi/mt6582/mgmt/wnm.c	12134	364	b05c382152b6f11d8e2d4eff97daac3c6bb6912da959e1e9569edaa3277e2358	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/cmd_buf.c	8032	234	c7c98928c9b9e6b36812d34f3deffe4dd862dadb78029a82f4bee7f3acca2238	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/nic.c	150641	4679	b9ab6c1c5a7fc9e7d315959d9f13f2c579f9233757cb9e2656e5d76060b1709b	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/nic_cmd_event.c	56285	1828	26f2ff428ced5a9e0d57706c1bbaa6213cc16fd11160cc71b506db4b4369e990	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/nic_pwr_mgt.c	30037	830	644ab06169014ab7fc1e5b5c49dbd7875a06e073ded3d1ddd6af714c8c938bf7	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/nic_rx.c	124455	3613	a7c21977b828a622ee181a3501cbc54ed61a41a5362c446fa35309383ba1d32a	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/nic_tx.c	86457	2494	cd49854740f7a538ccd833e28414dff74e062def43de26e5cb7932fc9c58a1ac	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/p2p_nic.c	8238	217	0918804511f2e38297e7959e202198f4b113839bf57366395e3edaa1b0a4d58e	absent
drivers/misc/mediatek-consys/wifi/mt6582/nic/que_mgt.c	167135	5026	1c0426dcff1ce78f749c9642fee8248ce6d17aaf1614ac7e035d32cad961ac8f	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_bow.c	39028	1383	4bd7cb86392d36ed34ea528b3c986361f49ff80a9d777f2b86d11922446e8239	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_cfg80211.c	70223	2475	02884015e8d985239e6a5d1a2c46e9d56b3e7ce9128de1bac907b404741e3e73	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_init.c	113628	3523	da81c5fee6fb1571a3d18e18f2b6de9d38ad64f112b51daca118d97ab47cfc4e	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_kal.c	137003	4554	1f5ddb01c96a21dc64173512bed8748a12cea60be1708961c09cd8b88ed0e7bd	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_p2p.c	166819	5492	c0d03ea63e40abced7d98b24df1abb2b96c827618340816596f4813082482c58	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_p2p_cfg80211.c	76242	2558	6a7395e49925c6d84d1951cde3b943dfe8185119e4dbf18b5af3ee12606e1a46	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_p2p_init.c	18026	560	9ce0727e3f4ae4fa48129474b35815b037234f3e6add39815a71a98de648e6cc	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_p2p_kal.c	45671	1676	3d6edad77f7f2d06a40a3cd40dee43a3cf79e7fb80d109e0abefe845ce0c5541	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_proc.c	24202	825	91ab56e041f9beb2e486c0e66a8cbd28c529727d2b43d8b2b85ec98c24bdb38e	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_rst.c	12928	492	e0e43777d750372454df7b945d2756bc1173619f0a54215988e8d847da7691ad	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_wext.c	154783	4876	d758d8c99c062d0e177fefc7023ea5ae0801ce41afd5797d2c9a6d58e56d20d3	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/gl_wext_priv.c	80392	2363	fddb0f822b91c13e972aa9db6b89f0373e4b15dd65457b528c422a8938fa89c4	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/ahb.c	61574	2237	d3f4a8e55040ac7c676b8286d64d44626e6e5141f4282391ae7531474fc9b262	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/arm.c	1087	36	715d6308371bd9255eb460228d2247e277a9bf3c5b39d561cc92b2a76a763ff6	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/include/hif.h	11274	399	57c91fa5b3dccebc0639e51ff2d695725bf5c7a297651395e0fd914ad58bee3b	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/include/hif_gdma.h	5769	178	a656c273012dd6da4328dbcbe2fad24e4fecab0b11d09117e067381b20261370	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/include/hif_pdma.h	4779	152	73d68286d6a3c35c9911097a922eccc9b038f0fdd170ea5d21c189fde4b7a49b	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/include/mtk_porting.h	2958	105	58ed3f7177cd462343b414838496753bec99074a4e17afb57f6854f244d4eeef	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/hif/ahb/mt6582/ahb_pdma.c	14805	533	ed3f355fabcd7ddb75820adc87029b6ac4384fc626ad7fafcfb2c6c35c6f1ad4	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_cfg80211.h	10572	442	06f5fa18689df097afb74bb25fd26f073f665ae8dc79341a3bd8beda005956ee	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_kal.h	75887	2318	9872927e42fc9410ef90ad4dbd94206a2137875ab2e12cfd3901d0cac3226fcf	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_os.h	41132	1224	c2051cd11a5330e89140d60ce6b3de0c861a1752cc3e0e9084d396ab469edfad	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_p2p_ioctl.h	32686	1192	2125884f67b3fe0404c04288207dd6f44a8dbecc65bebcdfcc3e511621715ee6	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_p2p_kal.h	10335	409	4190983bbfe88d9dd2f531930a8a5bb3e07dcaea76f4179601e1e756f9f302c7	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_p2p_os.h	8914	303	445a15fc3f65c5dded98edea7282c316964939c785a919dd644f112418748b92	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_rst.h	5261	161	54276457f93f4b0e007710832d103c52d0aeb2b06b07cc967cd883f8cf6cfe29	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_sec.h	1631	38	5db2e6376b613fa1d4ba90cff7d8de5df787cd6b5ad0615e3b4c8616d482e0cc	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_typedef.h	9581	294	6fe815275b4502ef383a03452d05e8a0ee1b561fed93e6a6d309178b199b4624	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_wext.h	14588	420	076797796ddf3db2bfc7daccb388be299f7b389e5dd7c8d8cacd939c1f43c457	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/include/gl_wext_priv.h	15146	414	724b8491854ea8759c14052fe8158b900a279e0f7254899b75f453dcb3058032	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/linux/platform.c	19614	656	6e90053b1187871eb4d2803c10db3f255e06d6b5a425cc927561df57b63aa3b8	absent
drivers/misc/mediatek-consys/wifi/mt6582/os/version.h	7136	216	6c364ad5d52516a5d0e40e02e77b72423d7c82ab7cdc6bcda3f02cbded2a0144	absent
drivers/mmc/host/mtk-sd.c	92557	3136	a3fe650c2f3cef4b86a609791ebad8c8494ccfe5dbc20b45394ff5afe1dca58e	different
drivers/phy/mediatek/Kconfig	3299	108	e10ed5a15c0b86a09b91e6ee34da948c7058a72b48ec11ccb4e50ac29044453f	different
